protein_ID	D_3_logFC_23	D_5_logFC_23	D_7_logFC_23	D_9_logFC_23	D_11_logFC_23	D_13_logFC_23	D_3_ChiSq.pval_23	D_5_ChiSq.pval_23	D_7_ChiSq.pval_23	D_9_ChiSq.pval_23	D_11_ChiSq.pval_23	D_13_ChiSq.pval_23	D_3_adj.ChiSq.pval_23	D_5_adj.ChiSq.pval_23	D_7_adj.ChiSq.pval_23	D_9_adj.ChiSq.pval_23	D_11_adj.ChiSq.pval_23	D_13_adj.ChiSq.pval_23	D_3_logFC_93	D_5_logFC_93	D_7_logFC_93	D_9_logFC_93	D_11_logFC_93	D_13_logFC_93	D_3_ChiSq.pval_93	D_5_ChiSq.pval_93	D_7_ChiSq.pval_93	D_9_ChiSq.pval_93	D_11_ChiSq.pval_93	D_13_ChiSq.pval_93	D_3_adj.ChiSq.pval_93	D_5_adj.ChiSq.pval_93	D_7_adj.ChiSq.pval_93	D_9_adj.ChiSq.pval_93	D_11_adj.ChiSq.pval_93	D_13_adj.ChiSq.pval_93	D_3_logFC_92	D_5_logFC_92	D_7_logFC_92	D_9_logFC_92	D_11_logFC_92	D_13_logFC_92	D_3_ChiSq.pval_92	D_5_ChiSq.pval_92	D_7_ChiSq.pval_92	D_9_ChiSq.pval_92	D_11_ChiSq.pval_92	D_13_ChiSq.pval_92	D_3_adj.ChiSq.pval_92	D_5_adj.ChiSq.pval_92	D_7_adj.ChiSq.pval_92	D_9_adj.ChiSq.pval_92	D_11_adj.ChiSq.pval_92	D_13_adj.ChiSq.pval_92	Protein_fams	method_2v3	method_9v3	gene
CHOYP_AKD1.3.3.m.63103	-1.51930473327752	-0.741195876340647	0.0626583572633779	0.78705948014234	-0.118852886608481	-0.687421838196039	2.91392117370192e-05	0.131435057663332	0.876757635270207	0.0927197816267609	0.903116059252151	0.360661967729892	0.00647363028319724	0.971021389430923	0.997624329922123	0.940454783919857	0.926099551778029	0.915324501700265	-1.43968316498041	0.0191756162340999	0.185371584233407	-0.777172352351305	0.804978358897249	-0.629560882030073	4.26032078066895e-05	0.964078625040739	0.652723823349351	0.190659801213229	0.202165183645139	0.282949013477702	0.00555870425668234	0.981998302086106	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.0796215682971093	0.760371492574746	0.12271322697003	-1.56423183249365	0.923831245505731	0.0578609561659662	0.861595358597287	0.127451484891074	0.76371062126259	0.00401979919566546	0.305904565627354	0.940718277451819	0.98339252255286	0.999460485406158	0.957143309925013	0.398105414317712	0.74375989096669	0.969231647783554	Adenylate kinase family	PropTest	PropTest	KAD9.3.3.m.63103
CHOYP_ALF.2.3.m.40474	0.225035293815235	0.0888791222170413	-0.121037089006329	0.0993588738319255	0.590927878231494	0.190191549125009	0.326612974397602	0.697616299076151	0.596964358428695	0.671959355507704	0.0275700916480746	0.462038347012524	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.605952281676933	0.915324501700265	0.106495696336188	0.162408500051418	0.209075844824676	-0.000868610234598499	0.0542069652060126	-0.0782126619141277	0.645747156601273	0.471993044038542	0.352867419298363	0.996951735003915	0.816203354631143	0.726716349281618	0.984989502740723	0.972950340445907	0.956980358091188	0.997315718842909	0.999070601710657	0.939741910187518	-0.118539597479047	0.0735293778343769	0.330112933831005	-0.100227484066524	-0.536720913025482	-0.268404211039137	0.602002375209654	0.747153986743368	0.150870966788942	0.671947260958458	0.0440530691601334	0.27881680348003	0.98339252255286	0.999460485406158	0.957143309925013	0.936928099947709	0.636105807002872	0.830890921321349	Class I fructose-bisphosphate aldolase family	ASCA	NA	ALF
CHOYP_ARP3.1.1.m.6867	0.19787296283271	0.0996055288101001	0.00607482889700961	0.299613485335446	0.263763134977985	-0.151368937955829	0.481971488812188	0.691544716195868	0.982378859724785	0.290990285611641	0.48148460813349	0.650519993073839	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	0.527964239135858	0.0558972313601034	0.417101870149192	0.13382264158995	0.50577034050997	0.0809325007749422	0.0449218323294205	0.825207293703181	0.117188074119103	0.631334145545404	0.0700273842977733	0.757792251729469	0.984989502740723	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.330091276303148	-0.0437082974499967	0.411027041252182	-0.165790843745496	0.242007205531985	0.232301438730771	0.203986656368429	0.863895311318725	0.122657627109069	0.554095973155291	0.49667276431196	0.463486964219312	0.98339252255286	0.999460485406158	0.957143309925013	0.936928099947709	0.74375989096669	0.830890921321349	Actin family, ARP3 subfamily	NA	ASCA	ARP3
CHOYP_AT1A.1.1.m.18017	0.137437108970736	0.143326906239418	0.960845574904013	0.309925859771583	0.244345681150745	0.209963095321075	0.585396059908338	0.534674449451689	6.99915045948e-07	0.169285205812072	0.372302044710368	0.440946455661976	0.972056752910786	0.971021389430923	0.00143832541942314	0.940454783919857	0.775084662365426	0.915324501700265	0.332055396751319	0.0881229699515922	0.443574081510383	-0.0378628177167997	-0.457571188911181	-0.34611751620588	0.168235459520626	0.705516109733343	0.0421711646335161	0.868592306624762	0.0564363087659729	0.160749266757387	0.984989502740723	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.194618287780584	-0.0552039362878256	-0.51727149339363	-0.347788677488383	-0.701916870061925	-0.556080611526955	0.418053323564918	0.812885831940459	0.00584403092116929	0.128794132910341	0.0146156003830517	0.0390029947397431	0.98339252255286	0.999460485406158	0.658131596188874	0.936928099947709	0.352701079195669	0.664786256959592	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily	PropTest	NA	AT1A
CHOYP_ATP2B3.1.1.m.6573	0.115410802640737	0.728289406960574	3.94467428423287	0.912590362226199	1.29618461267036	1.69108978505769	0.921929974151965	0.576236691191092	7.35488358246425e-10	0.481088246119325	0.255214325612065	0.0793785373787107	0.972056752910786	0.971021389430923	6.04571430478561e-06	0.940454783919857	0.775084662365426	0.915324501700265	-1.53432003911849	0.144706498317959	1.24426527328698	-0.947097353793617	0.412660936118489	0.0264847167525664	0.334515878922748	0.920069774081567	0.208434067606069	0.58527724802032	0.707071853498653	0.980823302322979	0.984989502740723	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.986368307506135	-1.64973084175922	-0.583582908642615	-2.70040901094589	-1.85968771601982	-0.883523676551874	-1.66460506830512	0.295949502286714	0.655489155438368	6.67593926993629e-07	0.231985125173606	0.415390881420717	0.0589785709515595	0.98339252255286	0.999460485406158	0.000914603679981272	0.936928099947709	0.74375989096669	0.757317202489462	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIB subfamily	PropTest	NA	AT2B3
CHOYP_ATPB.1.1.m.21960	-0.0730342867723728	0.217645226929251	0.0885369890889836	-0.158962898798835	-0.0757841647165955	-0.11857900283816	0.587596745409512	0.10289532178778	0.496643554056859	0.262064780039838	0.680500111852167	0.535641282481496	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	0.0148713305808492	-0.142683177864924	-0.490681153242578	-0.126506604579319	-0.426184272066931	-0.0157435186367314	0.909636505119531	0.316684509743504	0.00122526305087543	0.343672769738169	0.00402156769228694	0.918385174928305	0.984989502740723	0.972950340445907	0.530087488326108	0.984101433466036	0.999070601710657	0.962354370013788	0.087905617353222	-0.360328404794175	-0.579218142331562	0.0324562942195161	-0.350400107350335	0.102835484201429	0.516345922712448	0.010361473974324	0.000111484708323939	0.823688344740802	0.0682643109291469	0.574907955908204	0.98339252255286	0.999460485406158	0.0458202151211388	0.936928099947709	0.74375989096669	0.830890921321349	ATPase alpha/beta chains family	NA	ASCA	ATPB
CHOYP_BRAFLDRAFT_100695.1.1.m.47761	-1.09609330255298	0.423434825432153	-0.29877975263141	-0.21294051985766	-1.70381538732964	0.691089785057691	0.00458183798784804	0.414374813730888	0.524801945565352	0.706019020769883	0.238265498456077	0.732370954705918	0.327501810957486	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	-1.32132631578429	0.14470649831796	-0.34069722743418	-0.777172352351305	-1.4174140624392	2.19640971819488	0.000897366132767179	0.790621204314933	0.492659549340795	0.190659801213229	0.130959785928018	0.121225983259064	0.0723171530524139	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	-0.225233013231312	-0.278728327114194	-0.0419174748027697	-0.564231832493645	0.286401324890439	1.50531993313719	0.639678789696956	0.591825819285574	0.93582793416885	0.381175404323316	0.863275108350266	0.312280275101925	0.98339252255286	0.999460485406158	0.967903733288584	0.936928099947709	0.893527403297652	0.830890921321349		NA	PropTest	PPR32
CHOYP_BRAFLDRAFT_103544.1.1.m.38439	4.57484242127803	0.612812189540638	-0.315853265990352	-0.382865521299972	-1.13677479460574	-0.51054407611196	4.77560834803745e-06	0.096295909054663	0.257177557266457	0.228262675132524	0.018825619612054	0.184035060465726	0.00150982694695646	0.971021389430923	0.997624329922123	0.940454783919857	0.470354386659829	0.915324501700265	4.75108217974376	0.692194293620452	-0.077662821600387	0.252211454429789	0.0240956482008361	0.132279380775163	9.41538471253881e-07	0.0569710659755717	0.78094347955639	0.346894182595585	0.930508005211278	0.632887448417704	0.000286646156803959	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.176239758465729	0.0793821040798139	0.238190444389965	0.635076975729761	1.16087044280658	0.642823456887123	0.673017568481603	0.81292941832363	0.417981859632745	0.0394080618970434	0.0161806963616109	0.0783163549040132	0.98339252255286	0.999460485406158	0.957143309925013	0.936928099947709	0.375721254498422	0.809042564763536		PropTest	PropTest	SVEP1
CHOYP_BRAFLDRAFT_113849.1.1.m.53400	-0.0596759039173538	-0.104600607204168	0.446647420282992	-0.30464035399447	0.582488797827004	0.643784070279334	0.866780510028837	0.76242295428233	0.211957999469239	0.46069228291826	0.109088924780172	0.0788792746494263	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	0.00882228590804335	-0.103221015125627	0.137350069370465	0.491023758598268	-0.45303797216992	-0.133295727284203	0.979736550172506	0.765465213801515	0.726535884509271	0.148580372994332	0.18931150240882	0.704199514655898	0.984989502740723	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.0684981898253971	0.00137959207854177	-0.309297350912527	0.795664112592738	-1.03552676999692	-0.777079797563537	0.848340049090166	0.9969476167296	0.398621467371317	0.0397674627880205	0.00676265246252927	0.0264601850991619	0.98339252255286	0.999460485406158	0.957143309925013	0.936928099947709	0.243811417728029	0.523488136060609		ASCA	NA	RS17
CHOYP_BRAFLDRAFT_115608.1.1.m.25984	0.0447562490769515	-0.165031490103866	-0.0903097075273323	-0.0874096377738001	-0.298558908843379	-0.574254781463304	0.720526448913256	0.191375863811937	0.454930868736196	0.503277397671946	0.0748807488847606	0.000586303712212946	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.133872680955289	0.0506424616026706	0.0787722281331833	0.13205576970095	0.136775203461402	-0.15113399710175	-0.115932327863286	0.68190856372809	0.514441646979464	0.275787848051367	0.250985377018168	0.213725207061628	0.346571093226538	0.984989502740723	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.00588621252571908	0.243803718237049	0.222365477228283	0.224184841235203	0.147424911741629	0.458322453600018	0.962473310745168	0.0559298888951491	0.0708413523632699	0.0819533155054881	0.386143209859448	0.00496764803186705	0.98339252255286	0.999460485406158	0.957143309925013	0.936928099947709	0.74375989096669	0.221924276206235	Isocitrate and isopropylmalate dehydrogenases family	ASCA	NA	IDHP
CHOYP_BRAFLDRAFT_117858.3.3.m.61651	-0.740199288024088	0.31325190768173	1.6435047495123	1.32762786150504	-0.703815387329638	-0.893872715663465	0.0564025715432793	0.654337882593472	0.00170893173470613	0.0818412555032847	0.659436405735834	0.585610567967979	0.972056752910786	0.971021389430923	0.561896754371376	0.940454783919857	0.877682521882862	0.915324501700265	-2.0273600503986	-0.270331000960884	-0.118304806097732	-0.684062947959824	-0.417414062439199	0.0264847167525664	3.94263942457425e-05	0.728232813203769	0.870699037916755	0.512225599371376	0.703834063332665	0.980823302322979	0.00537870893327936	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.986368307506135	-1.28716076237451	-0.583582908642614	-1.76180955561003	-2.01169080946487	0.286401324890439	0.920357432416032	0.0206373705964686	0.439657555832111	0.00211868226138379	0.0217822323327848	0.863275108350266	0.561694268535947	0.98339252255286	0.999460485406158	0.355419758950504	0.936928099947709	0.893527403297652	0.830890921321349	Tektin family	NA	PropTest	TEKT4
CHOYP_BRAFLDRAFT_126603.1.1.m.31078	-0.934057873623563	-0.574902125345202	0.17208478033594	-0.257334639216113	-0.0257434822169995	-0.630838309829671	0.000387667039139553	0.0781241696961749	0.578347981648267	0.480465482673932	0.970529889800564	0.361497903764366	0.0540105603682563	0.971021389430923	0.997624329922123	0.940454783919857	0.981635990422128	0.915324501700265	-0.670203467200259	0.0268700080241011	0.208641363556255	-0.708937616598853	0.734589031005852	0.228118577922216	0.00656319250402997	0.926592656713161	0.5147708220274	0.0589952186703428	0.115007910622385	0.633380679027371	0.308282527903579	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.263854406423304	0.601772133369304	0.0365565832203147	-0.451602977382739	0.760332513222851	0.858956887751888	0.370114450774744	0.0693409457767957	0.90667544064409	0.27214155490072	0.240844466886477	0.187449992919801	0.98339252255286	0.999460485406158	0.957143309925013	0.936928099947709	0.74375989096669	0.830890921321349		PropTest	NA	ARMC4
CHOYP_BRAFLDRAFT_129259.1.1.m.9267	0.412392540397868	-0.170172566577365	-0.0265913600233114	-0.120832639311251	-1.60427971377872	-0.129360794611596	0.0746893088880294	0.372350356389123	0.880684362089092	0.5326742885817	2.06388171908185e-05	0.623029599622057	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00385570630246655	0.915324501700265	0.56521563443243	0.0515970939264774	-0.221911074983669	0.00816433144109752	0.132783020121281	0.225092472898964	0.0113731710087275	0.778227176333932	0.247854006656365	0.96373276660685	0.480609439116289	0.268268485290965	0.430817814247649	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.152823094034561	0.221769660503842	-0.195319714960357	0.128996970752349	1.7370627339	0.35445326751056	0.470956453707656	0.251740535444965	0.311528525748523	0.508149595441478	2.93323164689325e-06	0.148929733509803	0.98339252255286	0.999460485406158	0.957143309925013	0.936928099947709	0.000454927625235142	0.830890921321349	Glutamate synthase family	PropTest	NA	GLSN
CHOYP_BRAFLDRAFT_129885.1.2.m.24564	-0.299626696638107	0.0729375783480197	-0.0934608446539045	-0.388579172494366	-2.08232701058337	-0.656833518362617	0.366184675453959	0.81894551439689	0.762611265753968	0.259618133506997	0.000785305191501861	0.196808522028204	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0597704506865305	0.915324501700265	-0.123386938172378	0.211820694176496	-0.0776628216003861	0.114303190870525	0.155164713826125	0.32765425147313	0.697227268109751	0.495653060646994	0.809696500078556	0.70085212893745	0.573037093840281	0.34225940903906	0.984989502740723	0.972950340445907	0.956980358091188	0.984101433466036	0.999070601710657	0.939741910187518	0.176239758465729	0.138883115828476	0.0157980230535184	0.502882363364892	2.23749172440949	0.984487769835747	0.605238302805466	0.659283143054913	0.961539934532805	0.140604382880988	0.000240745952894651	0.0381556773388582	0.98339252255286	0.999460485406158	0.983916181117594	0.936928099947709	0.0208308603452003	0.661172596217698		PropTest	NA	PDC6I
