Uniprot-Accession,S9-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
P35220,CHOYP_LOC100368833.1.1|m.52947,0,0,0,0,0,0,0,0,1.00E-40,Catenin alpha,alpha-Cat CG17947,917,adherens junction organization [GO:0034332]; cell adhesion [GO:0007155]; cytoskeletal anchoring at plasma membrane [GO:0007016]; epithelium development [GO:0060429]; establishment or maintenance of cell polarity [GO:0007163]; germarium-derived egg chamber formation [GO:0007293]; head morphogenesis [GO:0060323],GO:0003779; GO:0005198; GO:0005737; GO:0005886; GO:0005912; GO:0005913; GO:0005914; GO:0005915; GO:0007016; GO:0007155; GO:0007163; GO:0007293; GO:0008092; GO:0015629; GO:0016342; GO:0034332; GO:0060323; GO:0060429,,,,PF01044;,actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; spot adherens junction [GO:0005914]; zonula adherens [GO:0005915]; actin binding [GO:0003779]; cytoskeletal protein binding [GO:0008092]; structural molecule activity [GO:0005198]; adherens junction organization [GO:0034332]; cell adhesion [GO:0007155]; cytoskeletal anchoring at plasma membrane [GO:0007016]; epithelium development [GO:0060429]; establishment or maintenance of cell polarity [GO:0007163]; germarium-derived egg chamber formation [GO:0007293]; head morphogenesis [GO:0060323]
Q6NXP6,CHOYP_LOC100375012.1.1|m.11931,1,0,0,0,0,0,0,0,2.00E-56,NADP-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-) (Pyrroline-5-carboxylate reductase-like protein C14orf148),NOXRED1 C14orf148,359,proline biosynthetic process [GO:0006561],GO:0004735; GO:0006561,,,,PF03807;,pyrroline-5-carboxylate reductase activity [GO:0004735]; proline biosynthetic process [GO:0006561]
A9C3P0,CHOYP_LOC100740246.1.1|m.25108,0,0,0,0,0,0,0,0,2.00E-89,Malectin,mlec si:dkey-117k10.5,285,carbohydrate metabolic process [GO:0005975],GO:0005783; GO:0005789; GO:0005975; GO:0016021; GO:0030246,,,,PF11721;,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; carbohydrate metabolic process [GO:0005975]
P11147,CHOYP_LOC100899882.1.3|m.27725,1,0,0,0,0,0,0,0,8.00E-13,Heat shock 70 kDa protein cognate 4 (Heat shock 70 kDa protein 88E),Hsc70-4 Hsc4 CG4264,651,"axonal fasciculation [GO:0007413]; axon guidance [GO:0007411]; cellular response to topologically incorrect protein [GO:0035967]; chaperone-mediated protein folding [GO:0061077]; embryonic development via the syncytial blastoderm [GO:0001700]; heterochromatin organization involved in chromatin silencing [GO:0070868]; late endosomal microautophagy [GO:0061738]; membrane organization [GO:0061024]; mRNA splicing, via spliceosome [GO:0000398]; nervous system development [GO:0007399]; neurotransmitter secretion [GO:0007269]; ovarian follicle cell development [GO:0030707]; protein folding [GO:0006457]; RNA interference [GO:0016246]; vesicle-mediated transport [GO:0016192]",GO:0000398; GO:0001700; GO:0005524; GO:0005634; GO:0005726; GO:0005737; GO:0005739; GO:0005811; GO:0005875; GO:0006457; GO:0007269; GO:0007399; GO:0007411; GO:0007413; GO:0016192; GO:0016246; GO:0030707; GO:0035967; GO:0048471; GO:0051082; GO:0051087; GO:0061024; GO:0061077; GO:0061738; GO:0070868; GO:0071011; GO:0071013; GO:0098793,,,,PF00012;,"catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; lipid particle [GO:0005811]; microtubule associated complex [GO:0005875]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]; perinuclear region of cytoplasm [GO:0048471]; precatalytic spliceosome [GO:0071011]; presynapse [GO:0098793]; ATP binding [GO:0005524]; chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]; axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; cellular response to topologically incorrect protein [GO:0035967]; chaperone-mediated protein folding [GO:0061077]; embryonic development via the syncytial blastoderm [GO:0001700]; heterochromatin organization involved in chromatin silencing [GO:0070868]; late endosomal microautophagy [GO:0061738]; membrane organization [GO:0061024]; mRNA splicing, via spliceosome [GO:0000398]; nervous system development [GO:0007399]; neurotransmitter secretion [GO:0007269]; ovarian follicle cell development [GO:0030707]; protein folding [GO:0006457]; RNA interference [GO:0016246]; vesicle-mediated transport [GO:0016192]"
Q96FN5,CHOYP_LOC100902075.1.1|m.10103,0,0,0,0,0,0,0,0,1.00E-113,Kinesin-like protein KIF12,KIF12,646,microtubule-based movement [GO:0007018],GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0016887; GO:0070062,,,,PF00225;,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]
B3EWY8,CHOYP_LOC101238350.1.1|m.23002,1.5,0,0,0,0,0,0,0,2.00E-26,Skeletal aspartic acid-rich protein 2 (Fragment),,390,,GO:0016021,,,,,integral component of membrane [GO:0016021]
Q9NRF2,CHOYP_LOC552012.1.1|m.65224,0.5,0,0,0,0,0,0,0,1.00E-74,"SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B)",SH2B1 KIAA1299 SH2B,756,blood coagulation [GO:0007596]; intracellular signal transduction [GO:0035556]; lamellipodium assembly [GO:0030032]; positive regulation of mitotic nuclear division [GO:0045840]; regulation of DNA biosynthetic process [GO:2000278],GO:0004871; GO:0005634; GO:0005829; GO:0007596; GO:0016020; GO:0030032; GO:0035556; GO:0035591; GO:0045840; GO:2000278,,,,PF00169;PF08916;PF00017;,cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; signal transducer activity [GO:0004871]; signaling adaptor activity [GO:0035591]; blood coagulation [GO:0007596]; intracellular signal transduction [GO:0035556]; lamellipodium assembly [GO:0030032]; positive regulation of mitotic nuclear division [GO:0045840]; regulation of DNA biosynthetic process [GO:2000278]
P46198,CHOYP_MTIF2.1.1|m.17935,0,0,0,0,0,0,0,0,2.00E-158,"Translation initiation factor IF-2, mitochondrial (IF-2(Mt)) (IF-2Mt) (IF2(mt))",MTIF2,727,mitochondrial translational initiation [GO:0070124]; ribosome disassembly [GO:0032790],GO:0003743; GO:0003924; GO:0005525; GO:0005654; GO:0005739; GO:0005759; GO:0008135; GO:0032790; GO:0043024; GO:0070124,,,,PF11987;,"mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal small subunit binding [GO:0043024]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]; mitochondrial translational initiation [GO:0070124]; ribosome disassembly [GO:0032790]"
Q98943,CHOYP_TRIADDRAFT_62397.1.1|m.65618,0,0,0,0,0,0,0,0,0.0000004,Caspase-2 (CASP-2) (EC 3.4.22.55) (ICH-1L/1S) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12],CASP2 ICH1,424,execution phase of apoptosis [GO:0097194]; regulation of apoptotic process [GO:0042981],GO:0005737; GO:0042981; GO:0097194; GO:0097200,,,cd00032;,PF00619;,cytoplasm [GO:0005737]; cysteine-type endopeptidase activity involved in execution phase of apoptosis [GO:0097200]; execution phase of apoptosis [GO:0097194]; regulation of apoptotic process [GO:0042981]
Q66KB0,CHOYP_UBE2Z.1.1|m.61760,0,0,0,0,0,0,0,0,9.00E-137,Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z),ube2z,313,apoptotic process [GO:0006915],GO:0005524; GO:0005634; GO:0005737; GO:0006915; GO:0031625; GO:0061630,PATHWAY: Protein modification; protein ubiquitination. {ECO:0000255|PROSITE-ProRule:PRU00388}.,,,PF00179;,cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; apoptotic process [GO:0006915]
Q9Y4B6,CHOYP_VPRBP.1.1|m.15849,0,0,0,0,0,0,0,0,0,Protein VPRBP (DDB1- and CUL4-associated factor 1) (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein),VPRBP DCAF1 KIAA0800 RIP,1507,"B cell differentiation [GO:0030183]; cell competition in a multicellular organism [GO:0035212]; histone H2A-T120 phosphorylation [GO:1990245]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; protein ubiquitination [GO:0016567]; transcription, DNA-templated [GO:0006351]; V(D)J recombination [GO:0033151]; viral process [GO:0016032]",GO:0000122; GO:0001650; GO:0005524; GO:0005634; GO:0005737; GO:0006351; GO:0016032; GO:0016567; GO:0030183; GO:0030331; GO:0033151; GO:0035212; GO:1990244; GO:1990245,PATHWAY: Protein modification; protein ubiquitination.,,,,"cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleus [GO:0005634]; ATP binding [GO:0005524]; estrogen receptor binding [GO:0030331]; histone kinase activity (H2A-T120 specific) [GO:1990244]; B cell differentiation [GO:0030183]; cell competition in a multicellular organism [GO:0035212]; histone H2A-T120 phosphorylation [GO:1990245]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; protein ubiquitination [GO:0016567]; transcription, DNA-templated [GO:0006351]; V(D)J recombination [GO:0033151]; viral process [GO:0016032]"
Q9H2Y7,CHOYP_YTDC1.1.2|m.56405,0,0,0,0,0,0,0,0,2.00E-52,Zinc finger protein 106 (Zfp-106) (Zinc finger protein 474),ZNF106 SH3BP3 ZFP106 ZNF474,1883,insulin receptor signaling pathway [GO:0008286],GO:0003723; GO:0005730; GO:0005829; GO:0008286; GO:0016020; GO:0017124; GO:0046872,,,,PF00400;,cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; SH3 domain binding [GO:0017124]; insulin receptor signaling pathway [GO:0008286]
Q08420,CHOYP_contig_050645|m.60289,1,0,0,0,0,0,0,0,0.000000002,Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1) (Superoxide dismutase B),Sod3 Sod-3,244,response to copper ion [GO:0046688]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]; response to superoxide [GO:0000303],GO:0000303; GO:0001666; GO:0004784; GO:0005507; GO:0005615; GO:0005634; GO:0005737; GO:0006979; GO:0008270; GO:0031012; GO:0046688; GO:0070062,,,cd00305;,PF00080;,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; nucleus [GO:0005634]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]; response to copper ion [GO:0046688]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]; response to superoxide [GO:0000303]
Q01650,CHOYP_BAT1.4.4|m.32273,0,0,0,0,0,0,0,0,2.00E-107,Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter),SLC7A5 CD98LC LAT1 MPE16,507,amino acid transport [GO:0006865]; cell differentiation [GO:0030154]; cellular amino acid metabolic process [GO:0006520]; leukocyte migration [GO:0050900]; nervous system development [GO:0007399]; neutral amino acid transport [GO:0015804]; transport [GO:0006810]; tryptophan catabolic process [GO:0006569],GO:0005829; GO:0005886; GO:0005887; GO:0006520; GO:0006569; GO:0006810; GO:0006865; GO:0007399; GO:0015171; GO:0015175; GO:0015179; GO:0015297; GO:0015804; GO:0016020; GO:0016324; GO:0030154; GO:0042605; GO:0043231; GO:0050900; GO:0070062,,,,PF13520;,apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]; antiporter activity [GO:0015297]; L-amino acid transmembrane transporter activity [GO:0015179]; neutral amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605]; amino acid transport [GO:0006865]; cell differentiation [GO:0030154]; cellular amino acid metabolic process [GO:0006520]; leukocyte migration [GO:0050900]; nervous system development [GO:0007399]; neutral amino acid transport [GO:0015804]; transport [GO:0006810]; tryptophan catabolic process [GO:0006569]
Q00808,CHOYP_BRAFLDRAFT_117940.1.1|m.59223,0.5,0,0,0,0,0,0,0,1.00E-12,Vegetative incompatibility protein HET-E-1,HET-E1,1356,,GO:0005525,,,,PF06985;PF00400;,GTP binding [GO:0005525]
A8DYE2,CHOYP_BRAFLDRAFT_118277.1.1|m.61321,0,0,0,0,0,0,0,0,3.00E-77,"Transient receptor potential cation channel trpm (Transient receptor potential cation channel, subfamily M ortholog)",Trpm CG44240,2023,cation transmembrane transport [GO:0098655]; cell growth [GO:0016049]; divalent metal ion transport [GO:0070838]; magnesium ion homeostasis [GO:0010960]; mitochondrion organization [GO:0007005]; protein tetramerization [GO:0051262]; zinc ion homeostasis [GO:0055069],GO:0005261; GO:0007005; GO:0010960; GO:0016049; GO:0034703; GO:0046873; GO:0051262; GO:0055069; GO:0070838; GO:0097682; GO:0098655,,,,PF00520;PF16519;,"cation channel complex [GO:0034703]; cation channel activity [GO:0005261]; intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity [GO:0097682]; metal ion transmembrane transporter activity [GO:0046873]; cation transmembrane transport [GO:0098655]; cell growth [GO:0016049]; divalent metal ion transport [GO:0070838]; magnesium ion homeostasis [GO:0010960]; mitochondrion organization [GO:0007005]; protein tetramerization [GO:0051262]; zinc ion homeostasis [GO:0055069]"
O75460,CHOYP_BRAFLDRAFT_118819.1.2|m.29565,0,0,0,0,0,0,0,0,0,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],ERN1 IRE1,977,"activation of JUN kinase activity [GO:0007257]; activation of signaling protein activity involved in unfolded protein response [GO:0006987]; cell cycle arrest [GO:0007050]; cellular response to glucose stimulus [GO:0071333]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; endothelial cell proliferation [GO:0001935]; insulin metabolic process [GO:1901142]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; mRNA catabolic process [GO:0006402]; mRNA cleavage [GO:0006379]; mRNA endonucleolytic cleavage involved in unfolded protein response [GO:0070055]; mRNA splicing, via endonucleolytic cleavage and ligation [GO:0070054]; peptidyl-serine autophosphorylation [GO:0036289]; peptidyl-serine trans-autophosphorylation [GO:1990579]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of RNA splicing [GO:0033120]; positive regulation of vascular smooth muscle cell proliferation [GO:1904707]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of macroautophagy [GO:0016241]; regulation of transcription, DNA-templated [GO:0006355]; response to endoplasmic reticulum stress [GO:0034976]; transcription, DNA-templated [GO:0006351]",GO:0000287; GO:0001935; GO:0004521; GO:0004674; GO:0005161; GO:0005524; GO:0005637; GO:0005737; GO:0005739; GO:0005783; GO:0005789; GO:0006351; GO:0006355; GO:0006379; GO:0006402; GO:0006468; GO:0006987; GO:0007050; GO:0007257; GO:0016241; GO:0019899; GO:0030176; GO:0030544; GO:0033120; GO:0034976; GO:0035924; GO:0036289; GO:0036498; GO:0042802; GO:0042803; GO:0043531; GO:0046777; GO:0051879; GO:0070054; GO:0070055; GO:0070059; GO:0071333; GO:1900103; GO:1901142; GO:1904707; GO:1990332; GO:1990579; GO:1990597; GO:1990604; GO:1990630,,,,PF00069;PF06479;,"AIP1-IRE1 complex [GO:1990597]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; Ire1 complex [GO:1990332]; IRE1-RACK1-PP2A complex [GO:1990630]; IRE1-TRAF2-ASK1 complex [GO:1990604]; mitochondrion [GO:0005739]; nuclear inner membrane [GO:0005637]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; endoribonuclease activity [GO:0004521]; enzyme binding [GO:0019899]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; platelet-derived growth factor receptor binding [GO:0005161]; protein homodimerization activity [GO:0042803]; protein serine/threonine kinase activity [GO:0004674]; activation of JUN kinase activity [GO:0007257]; activation of signaling protein activity involved in unfolded protein response [GO:0006987]; cell cycle arrest [GO:0007050]; cellular response to glucose stimulus [GO:0071333]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; endothelial cell proliferation [GO:0001935]; insulin metabolic process [GO:1901142]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; mRNA catabolic process [GO:0006402]; mRNA cleavage [GO:0006379]; mRNA endonucleolytic cleavage involved in unfolded protein response [GO:0070055]; mRNA splicing, via endonucleolytic cleavage and ligation [GO:0070054]; peptidyl-serine autophosphorylation [GO:0036289]; peptidyl-serine trans-autophosphorylation [GO:1990579]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of RNA splicing [GO:0033120]; positive regulation of vascular smooth muscle cell proliferation [GO:1904707]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of macroautophagy [GO:0016241]; regulation of transcription, DNA-templated [GO:0006355]; response to endoplasmic reticulum stress [GO:0034976]; transcription, DNA-templated [GO:0006351]"
Q5TZ24,CHOYP_BRAFLDRAFT_125270.1.1|m.2429,0,0,0,0,0,0,0,0,2.00E-117,DBH-like monooxygenase protein 1 homolog (EC 1.14.17.-),moxd1 si:ch211-193l17.1 si:dkey-266k12.5 si:dkeyp-119b4.5,614,dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589],GO:0004500; GO:0005507; GO:0005615; GO:0005789; GO:0006589; GO:0016021; GO:0030667; GO:0042420; GO:0042421,,,,PF03712;PF01082;PF03351;,endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; secretory granule membrane [GO:0030667]; copper ion binding [GO:0005507]; dopamine beta-monooxygenase activity [GO:0004500]; dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]
O14618,CHOYP_BRAFLDRAFT_247007.1.1|m.15096,0,0,0,0,0,0,0,0,4.00E-71,Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone),CCS,274,intracellular copper ion transport [GO:0015680]; positive regulation of oxidoreductase activity [GO:0051353]; removal of superoxide radicals [GO:0019430]; response to reactive oxygen species [GO:0000302]; superoxide metabolic process [GO:0006801],GO:0000302; GO:0004784; GO:0005507; GO:0005634; GO:0005737; GO:0005829; GO:0006801; GO:0008270; GO:0015035; GO:0015680; GO:0019430; GO:0045296; GO:0051353,,,cd00305;cd00371;,PF00403;PF00080;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; cadherin binding [GO:0045296]; copper ion binding [GO:0005507]; protein disulfide oxidoreductase activity [GO:0015035]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]; intracellular copper ion transport [GO:0015680]; positive regulation of oxidoreductase activity [GO:0051353]; removal of superoxide radicals [GO:0019430]; response to reactive oxygen species [GO:0000302]; superoxide metabolic process [GO:0006801]
Q5UQ50,CHOYP_BRAFLDRAFT_276908.1.1|m.28794,0,0,0,0,0,0,0,0,6.00E-11,Collagen-like protein 6,MIMI_L668,1387,,GO:0019012,,,,PF01391;,virion [GO:0019012]
Q9ESN6,CHOYP_BRAFLDRAFT_82426.1.20|m.8067,0,0,0,0,0,0,0,0,0.000000002,Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (Neural activity-related RING finger protein) (RING-type E3 ubiquitin transferase TRIM2),Trim2 Kiaa0517 Narf,744,regulation of neuron apoptotic process [GO:0043523],GO:0004842; GO:0005737; GO:0008270; GO:0017022; GO:0043523; GO:0061630,PATHWAY: Protein modification; protein ubiquitination.,,,PF00630;PF01436;PF00643;PF13445;,cytoplasm [GO:0005737]; myosin binding [GO:0017022]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; regulation of neuron apoptotic process [GO:0043523]
Q8VCY6,CHOYP_BRAFLDRAFT_92084.1.1|m.10643,1,0,0,0,0,0,0,0,7.00E-124,U3 small nucleolar RNA-associated protein 6 homolog (Multiple hat domains protein),Utp6 Mhat,597,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",GO:0000462; GO:0005730; GO:0030515; GO:0032040; GO:0034388,,,,PF08640;,"nucleolus [GO:0005730]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; snoRNA binding [GO:0030515]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]"
P20397,CHOYP_CALM.31.50|m.48469,0,0,0,0,0,0,0,0,2.00E-15,Nucleolin (Protein C23),ncl,651,,GO:0000166; GO:0003677; GO:0003723; GO:0005730,,,cd12403;cd12404;cd12405;cd12406;,PF00076;,nucleolus [GO:0005730]; DNA binding [GO:0003677]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]
O18783,CHOYP_CELA1.1.3|m.14531,0,0,0,0,0,0,0,0,2.00E-38,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]",PLG,806,blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; tissue remodeling [GO:0048771],GO:0004252; GO:0005576; GO:0007596; GO:0042730; GO:0048771,,,cd00190;,PF00051;PF00024;PF00089;,extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; tissue remodeling [GO:0048771]
Q54H45,CHOYP_CTR1.2.4|m.39987,0,0,0,0,0,0,0,0,3.00E-33,Probable serine/threonine-protein kinase drkB (EC 2.7.11.1) (Receptor-like kinase 2) (Receptor-like kinase B) (Vesicle-associated receptor tyrosine kinase-like protein 2),drkB rk2 DDB_G0289709,690,intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468],GO:0004674; GO:0004871; GO:0005524; GO:0005622; GO:0006468; GO:0016021; GO:0035556,,,,PF07714;,integral component of membrane [GO:0016021]; intracellular [GO:0005622]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; signal transducer activity [GO:0004871]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]
Q5T2R2,CHOYP_DPS1.1.1|m.11868,0,0,0,0,0,0,0,0,1.00E-128,Decaprenyl-diphosphate synthase subunit 1 (EC 2.5.1.91) (All-trans-decaprenyl-diphosphate synthase subunit 1) (Decaprenyl pyrophosphate synthase subunit 1) (Trans-prenyltransferase 1) (TPT 1),PDSS1 DPS1 TPRT,415,isoprenoid biosynthetic process [GO:0008299]; protein heterotetramerization [GO:0051290]; ubiquinone biosynthetic process [GO:0006744],GO:0000010; GO:0005759; GO:0006744; GO:0008299; GO:0046872; GO:0046982; GO:0050347; GO:0051290; GO:1990234,PATHWAY: Cofactor biosynthesis; ubiquinone biosynthesis.,,,PF00348;,mitochondrial matrix [GO:0005759]; transferase complex [GO:1990234]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; trans-hexaprenyltranstransferase activity [GO:0000010]; trans-octaprenyltranstransferase activity [GO:0050347]; isoprenoid biosynthetic process [GO:0008299]; protein heterotetramerization [GO:0051290]; ubiquinone biosynthetic process [GO:0006744]
P41095,CHOYP_ISCW_ISCW007303.1.1|m.42263,0,0,0,0,0,0,0,0,4.00E-21,60S acidic ribosomal protein P0,Os08g0130500 LOC_Os08g03640 P0582D05.130-1,319,ribosome biogenesis [GO:0042254],GO:0005840; GO:0042254,,,,PF00466;,ribosome [GO:0005840]; ribosome biogenesis [GO:0042254]
O73853,CHOYP_LOC100371830.5.6|m.55811,0,0,0,0,0,0,0,0,3.00E-90,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17)",cyp17a1 cyp17,514,sex differentiation [GO:0007548]; steroid biosynthetic process [GO:0006694],GO:0004508; GO:0005506; GO:0006694; GO:0007548; GO:0016020; GO:0020037; GO:0047442,PATHWAY: Lipid metabolism; steroid biosynthesis.,,,PF00067;,membrane [GO:0016020]; 17-alpha-hydroxyprogesterone aldolase activity [GO:0047442]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid 17-alpha-monooxygenase activity [GO:0004508]; sex differentiation [GO:0007548]; steroid biosynthetic process [GO:0006694]
O35600,CHOYP_LOC100373083.2.2|m.26841,0,0,0,0,0,0,0,0,4.00E-147,Retinal-specific ATP-binding cassette transporter (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM protein) (RmP),Abca4 Abcr,2310,phospholipid transfer to membrane [GO:0006649]; phospholipid translocation [GO:0045332]; photoreceptor cell maintenance [GO:0045494]; response to stimulus [GO:0050896]; visual perception [GO:0007601],GO:0001750; GO:0004012; GO:0005524; GO:0005548; GO:0005887; GO:0006649; GO:0007601; GO:0016887; GO:0042626; GO:0043231; GO:0045332; GO:0045494; GO:0050896; GO:0090555,,,,PF00005;,"integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; photoreceptor outer segment [GO:0001750]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; phosphatidylethanolamine-translocating ATPase activity [GO:0090555]; phospholipid transporter activity [GO:0005548]; phospholipid-translocating ATPase activity [GO:0004012]; phospholipid transfer to membrane [GO:0006649]; phospholipid translocation [GO:0045332]; photoreceptor cell maintenance [GO:0045494]; response to stimulus [GO:0050896]; visual perception [GO:0007601]"
A7E3W5,CHOYP_LOC100373178.1.1|m.61012,0,0,0,0,0,0,0,0,3.00E-55,Synaptogyrin-2 (Cellugyrin),SYNGR2,224,,GO:0016021; GO:0030672; GO:0031594; GO:0070062,,,,PF01284;,extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; neuromuscular junction [GO:0031594]; synaptic vesicle membrane [GO:0030672]
