protein_ID	D_3_adj.ChiSq.pval	D_3_ChiSq.pval	D_3_logFC	D_5_adj.ChiSq.pval	D_5_ChiSq.pval	D_5_logFC	D_7_adj.ChiSq.pval	D_7_ChiSq.pval	D_7_logFC	D_9_adj.ChiSq.pval	D_9_ChiSq.pval	D_9_logFC	D_11_adj.ChiSq.pval	D_11_ChiSq.pval	D_11_logFC	D_13_adj.ChiSq.pval	D_13_ChiSq.pval	D_13_logFC	Entry	Entry_name	perc_ident_match	align_len	num_mismatch	num_gaps	querStart	querEnd	subjStart	subjEnd	evalue	bitscore	Entry.1	Entry_name.1	Protein_names	Gene_names	Organism	Protein_length	Pathway	GO_bp	GO	GO_IDs	Protein_fams	Chi	PC1loadings	ASCA	rank	magloading	clust	method	gene_root	gene_vers	gene	D_3_logFC_NSAF	D_5_logFC_NSAF	D_7_logFC_NSAF	D_9_logFC_NSAF	D_11_logFC_NSAF	D_13_logFC_NSAF	Day_3_23_C	Day_5_23_C	Day_7_23_C	Day_9_23_C	Day_11_23_C	Day_13_23_C	Day_3_29_C	Day_5_29_C	Day_7_29_C	Day_9_29_C	Day_11_29_C	Day_13_29_C	clusterID	ClusterColor
CHOYP_C1QL4L.3.7.m.5968	0.618382155144679	0.0183500802985219	1.37112517499712	0.967036679485888	0.249479683152533	-0.602244984147724	0.949671592008509	0.802560669928318	-0.151650789363056	0.979180442953242	0.0858577574047838	1.04967336063928	0.998682844793179	0.0487011222219811	1.06800773391108	0.958428402785477	0.0332293906317368	1.48625810374587	Q86Z23	C1QL4_HUMAN	36.429	140	70	7	24	156	110	237	1.87e-17	79.7	Q86Z23	C1QL4_HUMAN	Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)	C1QL4 CTRP11	Homo sapiens (Human)	238		negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]	collagen trimer [GO:0005581]; extracellular space [GO:0005615]; identical protein binding [GO:0042802]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]	GO:0005581; GO:0005615; GO:0042802; GO:0045599; GO:0048147; GO:0070373		NA	0.0301441121355151	ASCA	105	0.0301441121355151	NA	ASCA	C1QL4	C1QL4.3.7.m.5968	C1QL4.3.7.m.5968	1.58072167589797	-1.19632131123586	-1.20542392525531	2.0114722343217	1.20513029096763	8.85536529520963	19.1753	57.7732	37.03655	10.45105	25.36955	0.1	57.35705	25.21145	16.0606	42.13795	58.49155	46.31595	6	chartreuse
CHOYP_CALM.22.50.m.31010	0.979445546193914	0.557398715882671	-0.291839837725313	0.967036679485888	0.418359766376195	0.43428089187739	0.949671592008509	0.248255084597112	0.589430913275382	6.79332771654739e-06	1.7083685946303e-09	-2.23326060263222	0.998682844793179	0.742603728621682	0.158083078212932	0.958428402785477	0.40647736893585	-0.477216020229015	Q95NR9	CALM_METSE	97.987	149	3	0	1	149	1	149	2.16e-102	292	Q95NR9	CALM_METSE	Calmodulin (CaM)		Metridium senile (Brown sea anemone) (Frilled sea anemone)	149			calcium ion binding [GO:0005509]	GO:0005509	Calmodulin family	PropTest	-0.0559965538687637	ASCA	39	0.0559965538687637	clustering	PropTestASCAclustering	CALM	CALM.22.50.m.31010	CALM	-8.47333234562198	1.77140641771617	8.66366305601921	-2.37198860785554	0.298186241759197	-1.71425581413611	35.5408	14.19735	0.1	242.6491	56.0522	49.0406	0.1	48.46785	40.55295	46.87475	68.92165	14.9456	8	darkmagenta
CHOYP_CALUB.2.2.m.58007	0.979445546193914	0.419663821564053	-0.229104082377351	0.967036679485888	0.283457829113899	0.31914518115591	0.949671592008509	0.3439482539475	0.293975029749211	0.979180442953242	0.17303262155564	0.39071027847435	0.998682844793179	0.172953517288999	0.338655323854752	0.958428402785477	0.14596986090044	0.40182100136884	Q6XLQ7	CALU_RABIT	61.61	323	112	8	7	325	1	315	7.28e-125	363	Q6XLQ7	CALU_RABIT	Calumenin	CALU	Oryctolagus cuniculus (Rabbit)	315			endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; melanosome [GO:0042470]; sarcoplasmic reticulum lumen [GO:0033018]; calcium ion binding [GO:0005509]	GO:0005509; GO:0005576; GO:0005789; GO:0005794; GO:0033018; GO:0042470	CREC family	NA	0.0354593770672831	ASCA	82	0.0354593770672831	NA	ASCA	CALU	CALU.2.2.m.58007	CALU	-0.211066702612469	0.524518716440819	0.131318915137983	0.259381155911319	0.553157026013145	0.468952516825584	90.03925	60.94795	65.8175	75.078	94.32625	85.7369	77.78475	87.6708	72.08955	89.86575	138.40425	118.6688	2	darkred
CHOYP_CARNS1.4.6.m.40244	0.0206792614708957	0.000202814333550845	-2.82527203780639	0.967036679485888	0.126415839852337	-1.67263431203912	0.949671592008509	0.785153129973198	-0.358101666830482	0.979180442953242	0.972531914860765	0.0496733606392824	0.998682844793179	0.998682844793179	-0.00238159398031423	0.958428402785477	0.801506570364873	-0.361738802809079	A5YM72	CRNS1_HUMAN	36.483	836	505	12	123	941	1	827	1.11e-174	531	A5YM72	CRNS1_HUMAN	Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1)	CARNS1 ATPGD1 KIAA1394	Homo sapiens (Human)	827		carnosine biosynthetic process [GO:0035499]; histidine catabolic process [GO:0006548]	cytosol [GO:0005829]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; carnosine synthase activity [GO:0047730]; FMN binding [GO:0010181]; homocarnosine synthase activity [GO:0102102]; metal ion binding [GO:0046872]; carnosine biosynthetic process [GO:0035499]; histidine catabolic process [GO:0006548]	GO:0005524; GO:0005829; GO:0006548; GO:0010181; GO:0016887; GO:0035499; GO:0046872; GO:0047730; GO:0102102		PropTest	NA	NA	NA	NA	NA	PropTest	CRNS1	CRNS1.4.6.m.40244	CRNS1	-4.13178954050576	-4.84589144067803	0	0	0	0	11.3343	2.8758	0.1	0.1	0.1	0.1	0.64655	0.1	0.1	0.1	0.1	0.1	1	black
CHOYP_CATA.1.3.m.11120	0.419063894107254	0.0100115855501544	1.04919708010975	0.967036679485888	0.0951706559268667	0.482643913438789	0.949671592008509	0.506468825867668	0.196487184847155	0.979180442953242	0.397500742011945	0.231876691860031	0.998682844793179	0.182879139213178	-0.364951673365022	0.987561306071855	0.979862475319126	-0.00810184819437776	Q9PWF7	CATA_RUGRU	66.794	262	86	1	44	305	238	498	1.95e-124	369	Q9PWF7	CATA_RUGRU	Catalase (EC 1.11.1.6)	cat	Rugosa rugosa (Japanese wrinkled frog) (Glandirana rugosa)	528		hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	peroxisome [GO:0005777]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	GO:0004096; GO:0005777; GO:0006979; GO:0020037; GO:0042744; GO:0046872	Catalase family	NA	0.0294979141299655	ASCA	112	0.0294979141299655	NA	ASCA	CATA	CATA.1.3.m.11120	CATA.1.3.m.11120	0.937614017399309	0.403199876527832	-0.516691855438035	0.25656636323897	0.0134102167054504	9.17232374088568	26.18615	49.46985	50.24645	54.11775	74.32065	0.1	50.15585	65.4208	35.1209	64.6508	75.0147	57.69585	2	darkred
CHOYP_CATA.3.3.m.21642	0.107669873184523	0.00142151850677417	1.07667781653186	0.967036679485888	0.040358818153665	0.487392228336952	0.949671592008509	0.270833538506957	0.268083496617186	0.979180442953242	0.901083766470752	0.0297738032015777	0.998682844793179	0.160761319770466	-0.353853964481692	0.958428402785477	0.363094523892396	-0.240432506586946	Q9PWF7	CATA_RUGRU	69.293	495	149	2	4	496	5	498	0	731	Q9PWF7	CATA_RUGRU	Catalase (EC 1.11.1.6)	cat	Rugosa rugosa (Japanese wrinkled frog) (Glandirana rugosa)	528		hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	peroxisome [GO:0005777]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	GO:0004096; GO:0005777; GO:0006979; GO:0020037; GO:0042744; GO:0046872	Catalase family	NA	-0.0287084614138212	ASCA	119	0.0287084614138212	NA	ASCA	CATA	CATA.3.3.m.21642	CATA.3.3.m.21642	7.03264638032572	-0.41777884277409	-0.442718543720764	0.296205249271996	-3.71886622141344	-2.10190306733945	0.1	31.19375	31.68345	34.1246	46.8637	68.2655	13.09295	23.3509	23.311	41.90195	3.55915	15.9025	7	navy
CHOYP_CDPK5.1.1.m.6214	0.246288056834994	0.00418067240949632	0.673048594224505	0.967036679485888	0.00986627129451705	-0.525429387096893	0.143810252396768	0.000216990195996633	-0.833010622086725	0.143411658454014	0.00050094508459663	0.735037758318276	0.998682844793179	0.511742995147605	0.126516139201944	0.958428402785477	0.218300317223148	0.269873791210898	P04630	CALL_CAEEL	35.606	132	78	2	71	195	25	156	2.53e-19	83.6	P04630	CALL_CAEEL	Calmodulin-like protein	cal-1 cmd-1 C13C12.1	Caenorhabditis elegans	161		calcium-mediated signaling [GO:0019722]; spindle pole body organization [GO:0051300]	nucleus [GO:0005634]; calcium ion binding [GO:0005509]; calcium-mediated signaling [GO:0019722]; spindle pole body organization [GO:0051300]	GO:0005509; GO:0005634; GO:0019722; GO:0051300	Calmodulin family	NA	NA	NA	NA	NA	clustering	clustering	CALL	CALL.1.1.m.6214	CALL	0.719604054028149	-0.495237912522674	-0.834974119015789	0.74228699918748	0.147403386831414	0.234286984637976	157.4112	338.81155	341.3615	204.79915	317.1796	253.7249	259.21375	240.36805	191.3649	342.59325	351.29995	298.463	12	lightgreen
CHOYP_CNDP2.3.4.m.30467	0.979445546193914	0.145361473915961	0.324831522723181	0.967036679485888	0.220781754712362	0.260251492102341	0.949671592008509	0.446202186149574	0.173089577449693	0.979180442953242	0.257008111310707	0.246710207698837	0.998682844793179	0.951724969803872	0.0125687474856573	0.958428402785477	0.486938074148656	0.150909493096187	Q9D1A2	CNDP2_MOUSE	69.979	473	141	1	1	472	1	473	0	713	Q9D1A2	CNDP2_MOUSE	Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1)	Cndp2 Cn2	Mus musculus (Mouse)	475		proteolysis [GO:0006508]	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; alanylglutamate dipeptidase activity [GO:0103046]; carboxypeptidase activity [GO:0004180]; cytosolic dipeptidase activity [GO:0102008]; dipeptidase activity [GO:0016805]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]	GO:0004180; GO:0005654; GO:0005829; GO:0006508; GO:0008233; GO:0008237; GO:0016805; GO:0046872; GO:0102008; GO:0103046	Peptidase M20A family	NA	0.0386695870484815	ASCA	72	0.0386695870484815	NA	ASCA	CNDP2	CNDP2.3.4.m.30467	CNDP2	0.159087956216187	1.2940111637279	0.403912548974262	0.259133656950379	0.0307673902140726	-0.01861245117684	78.99055	46.10655	82.6556	95.2049	119.87505	113.50955	88.19935	113.05735	109.3609	113.9374	122.459	112.05455	2	darkred
CHOYP_CO6A3.2.5.m.39533	0.000312008930065447	1.0200216499059e-06	2.02118270394016	0.987003405484878	0.970745710763576	-0.00966929931669291	0.949671592008509	0.835295712710049	-0.0518551941753893	0.984065020743301	0.979610558182411	0.00527924128082891	0.998682844793179	0.61695282643336	-0.11785881140025	0.978007666549162	0.955789197586561	0.0133006285378459	P15989	CO6A3_CHICK	22.918	1789	1153	62	27	1768	228	1837	6.63e-86	317	P15989	CO6A3_CHICK	Collagen alpha-3(VI) chain	COL6A3	Gallus gallus (Chicken)	3137		cell adhesion [GO:0007155]; growth plate cartilage chondrocyte morphogenesis [GO:0003429]	collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell adhesion [GO:0007155]; growth plate cartilage chondrocyte morphogenesis [GO:0003429]	GO:0003429; GO:0004867; GO:0005581; GO:0005615; GO:0007155; GO:0031012	Type VI collagen family	PropTest	NA	NA	NA	NA	NA	PropTest	CO6A3	CO6A3.2.5.m.39533	CO6A3.2.5.m.39533	5.91800451859787	0	-3.67587237353611	-0.502248816140354	0.181901947477386	3.64304805425276	0.1	0.1	1.27805	2.89155	9.74115	0.1	6.0464	0.1	0.1	2.04145	11.05015	1.2493	2	darkred
CHOYP_CO6A3.3.5.m.39796	7.42095637985943e-08	8.39791367015402e-11	2.65585465193023	0.967036679485888	0.055760687182092	0.422522921001217	0.949671592008509	0.260502939733467	-0.208640767947886	0.979180442953242	0.349443727836969	0.156588564555794	0.998682844793179	0.00750569992014826	-0.546205399907985	0.958428402785477	0.710312900504048	-0.0697827876727759	P12111	CO6A3_HUMAN	23.281	1993	1267	74	757	2693	39	1825	8.55e-106	385	P12111	CO6A3_HUMAN	Collagen alpha-3(VI) chain	COL6A3	Homo sapiens (Human)	3177		cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; growth plate cartilage chondrocyte morphogenesis [GO:0003429]; muscle organ development [GO:0007517]	collagen type VI trimer [GO:0005589]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular vesicle [GO:1903561]; sarcolemma [GO:0042383]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]; growth plate cartilage chondrocyte morphogenesis [GO:0003429]; muscle organ development [GO:0007517]	GO:0003429; GO:0004867; GO:0005576; GO:0005589; GO:0005615; GO:0005788; GO:0007155; GO:0007517; GO:0030020; GO:0030198; GO:0031012; GO:0042383; GO:0062023; GO:0070062; GO:1903561	Type VI collagen family	PropTest	NA	NA	NA	NA	NA	PropTest	CO6A3	CO6A3.3.5.m.39796	CO6A3.3.5.m.39796	0	0	0	0	-4.99349322105842	0	0.1	0.1	0.1	0.1	3.1856	0.1	0.1	0.1	0.1	0.1	0.1	0.1	5	green
CHOYP_contig_009176.m.10652	0.979445546193914	0.303094968558113	-0.27837757791875	0.967036679485888	0.176717451023843	0.373507469605598	0.949671592008509	0.417648377409169	0.226860833890674	0.979180442953242	0.300203262416216	0.284138614276305	0.998682844793179	0.406191057129551	0.223894261843362	0.958428402785477	0.679869204968432	0.118887038097341	Q9NR12	PDLI7_HUMAN	33.4	497	260	11	19	501	13	452	3.81e-77	253	Q9NR12	PDLI7_HUMAN	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	PDLIM7 ENIGMA	Homo sapiens (Human)	457		actin cytoskeleton organization [GO:0030036]; axon guidance [GO:0007411]; ossification [GO:0001503]; positive regulation of osteoblast differentiation [GO:0045669]; receptor-mediated endocytosis [GO:0006898]	actin cytoskeleton [GO:0015629]; cell-cell adherens junction [GO:0005913]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nucleus [GO:0005634]; ruffle [GO:0001726]; stress fiber [GO:0001725]; metal ion binding [GO:0046872]; actin cytoskeleton organization [GO:0030036]; axon guidance [GO:0007411]; ossification [GO:0001503]; positive regulation of osteoblast differentiation [GO:0045669]; receptor-mediated endocytosis [GO:0006898]	GO:0001503; GO:0001725; GO:0001726; GO:0005634; GO:0005829; GO:0005913; GO:0005925; GO:0006898; GO:0007411; GO:0015629; GO:0030036; GO:0045669; GO:0046872		NA	0.0254268682704427	ASCA	140	0.0254268682704427	NA	ASCA	PDLI7	PDLI7.m.10652	PDLI7	-4.92903347864586	-0.660181415358715	6.24311684590424	8.50460847582041	0.281079575013414	8.38265644632393	3.0464	11.0547	0.1	0.1	49.898	0.1	0.1	6.9954	7.5747	36.3197	60.63125	33.37575	2	darkred
CHOYP_contig_024424.m.27774	5.38037737658048e-06	9.62385547544847e-09	-2.20953718829041	0.967036679485888	0.0844860421766584	-1.03520439142383	0.949671592008509	0.151077946077607	-1.58049408816693	0.979180442953242	0.524065493502585	0.535100187809524	0.998682844793179	0.407048684103461	0.675690311132323	0.978007666549162	0.967186004955257	-0.0398107079217165	Q8WZ42	TITIN_HUMAN	24.808	1044	627	37	861	1844	4302	5247	1.98e-31	140	Q8WZ42	TITIN_HUMAN	Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)	TTN	Homo sapiens (Human)	34350		cardiac muscle contraction [GO:0060048]; cardiac muscle fiber development [GO:0048739]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; mitotic chromosome condensation [GO:0007076]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; platelet degranulation [GO:0002576]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941]; striated muscle myosin thick filament assembly [GO:0071688]	condensed nuclear chromosome [GO:0000794]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; I band [GO:0031674]; M band [GO:0031430]; sarcomere [GO:0030017]; striated muscle thin filament [GO:0005865]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; actinin binding [GO:0042805]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; muscle alpha-actinin binding [GO:0051371]; protease binding [GO:0002020]; protein kinase binding [GO:0019901]; protein self-association [GO:0043621]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of muscle [GO:0008307]; structural molecule activity conferring elasticity [GO:0097493]; telethonin binding [GO:0031433]; cardiac muscle contraction [GO:0060048]; cardiac muscle fiber development [GO:0048739]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; mitotic chromosome condensation [GO:0007076]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; platelet degranulation [GO:0002576]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941]; striated muscle myosin thick filament assembly [GO:0071688]	GO:0000794; GO:0002020; GO:0002576; GO:0003300; GO:0004674; GO:0004713; GO:0005509; GO:0005516; GO:0005524; GO:0005576; GO:0005829; GO:0005865; GO:0006936; GO:0006941; GO:0007076; GO:0008307; GO:0010628; GO:0010737; GO:0019899; GO:0019901; GO:0030017; GO:0030018; GO:0030049; GO:0030240; GO:0030241; GO:0031430; GO:0031433; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043621; GO:0045214; GO:0045859; GO:0048739; GO:0048769; GO:0050714; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055003; GO:0055008; GO:0060048; GO:0070062; GO:0071688; GO:0097493	Protein kinase superfamily, CAMK Ser/Thr protein kinase family	PropTest	NA	NA	NA	NA	NA	PropTest	TITIN	TITIN.m.27774	TITIN.m.27774	-7.04336637963614	0	0	1.50054713742068	-2.93121027480393	-1.77778790427355	13.1906	0.1	0.1	0.1	0.76275	0.3429	0.1	0.1	0.1	0.28295	0.1	0.1	1	black
CHOYP_COX5B.3.3.m.38557	0.979445546193914	0.804631278040795	-0.0736596676757797	0.967036679485888	0.331351611642074	0.296992038917359	0.949671592008509	0.0605218682369607	0.513741981678836	0.979180442953242	0.491083779266264	0.208371106658341	0.998682844793179	0.0135529921175969	-0.905084392625399	0.958428402785477	0.497279932124061	0.223223697912077	P00428	COX5B_BOVIN	44.565	92	46	3	84	174	35	122	3.32e-18	79.7	P00428	COX5B_BOVIN	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide VIa) (Cytochrome c oxidase polypeptide Vb)	COX5B	Bos taurus (Bovine)	129		mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	mitochondrial respiratory chain complex IV [GO:0005751]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	GO:0004129; GO:0005751; GO:0006123; GO:0042776; GO:0045277; GO:0046872	Cytochrome c oxidase subunit 5B family	NA	NA	NA	NA	NA	clustering	clustering	COX5B	COX5B.3.3.m.38557	COX5B	-0.0494931784896426	0.345954184745842	0.546688867249286	0.208594494700096	-0.951424047007988	0.204887234795948	126.0457	108.05475	136.332	117.173	124.41615	110.85495	121.7949	137.33665	199.14415	135.40065	64.3383	127.771	14	purple
CHOYP_CPIPJ_CPIJ012408.1.1.m.10724	0.979445546193914	0.122062210608166	-0.481317636589027	0.967036679485888	0.852758932052866	-0.0717302674489444	0.949671592008509	0.68489432027607	0.141971936304161	0.979180442953242	0.0724119104305032	0.617957120213808	0.998682844793179	0.0559462906913682	-0.767916340343291	0.999087702201721	0.998419742713957	0.00083127657562887	Q6PV61	H2A_PENVA	96.721	122	4	0	24	145	1	122	3.51e-81	238	Q6PV61	H2A_PENVA	Histone H2A		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	123		defense response to bacterium [GO:0042742]	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; defense response to bacterium [GO:0042742]	GO:0000786; GO:0003677; GO:0005634; GO:0042742; GO:0046982	Histone H2A family	NA	NA	NA	NA	NA	clustering	clustering	H2A	H2A.1.1.m.10724	H2A	-0.59936088127528	-0.104189883603064	0.248248349942407	0.679014769263872	-0.80725801537969	-0.0571533344844593	170.8237	100.2529	113.1851	95.09455	121.1427	88.26445	112.75155	93.268	134.4372	152.25075	69.22905	84.83615	1	black
CHOYP_CUL3B.1.1.m.61644	0.979445546193914	0.100492788093998	0.353203266999854	0.967036679485888	0.772812462316942	0.0599528416165089	0.949671592008509	0.561981066288851	0.121066169868077	0.979180442953242	0.379204445775594	0.17895637758425	0.998682844793179	0.888770437104605	0.0304083411373552	0.958428402785477	0.230103833747596	-0.262203129258165	A3RLT6	RSSA_PINFU	83.959	293	42	5	34	324	1	290	2.7e-166	468	A3RLT6	RSSA_PINFU	40S ribosomal protein SA		Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)	301		ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	GO:0000028; GO:0003735; GO:0006412; GO:0022627	Universal ribosomal protein uS2 family	NA	NA	NA	NA	NA	clustering	clustering	RSSA	RSSA.1.1.m.61644	RSSA	0.48465291880717	0.179613605328673	1.27471363836704	-10.0986262824857	-0.159729019815897	0	19.04625	22.60815	25.60965	109.64515	58.01675	0.1	26.65045	25.60555	61.96275	0.1	51.9362	0.1	8	darkmagenta
CHOYP_CYIIB.2.2.m.64544	0.979445546193914	0.861942717898048	-0.0454397940283213	0.967036679485888	0.858607359076725	0.0506563452300073	0.949671592008509	0.246374603716414	0.293975029749211	0.979180442953242	0.518028088718009	0.170979656861416	0.998682844793179	0.863436503294424	0.0449241207980418	0.958428402785477	0.517411250501012	0.173298472580394	P02637	SCP_MIZYE	63.068	176	62	3	2	176	2	175	4.62e-75	225	P02637	SCP_MIZYE	Sarcoplasmic calcium-binding protein (SCP)		Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	176			calcium ion binding [GO:0005509]	GO:0005509		NA	0.0332253566420705	ASCA	94	0.0332253566420705	NA	ASCA	SCP	SCP.2.2.m.64544	SCP	-0.0195384586950027	0.0960579966771338	0.320416829609389	0.166504619376274	0.0659946802012028	0.139269017661964	180.86145	152.19475	191.24515	173.93575	194.4637	192.0196	178.42855	162.6732	238.80615	195.21435	203.56585	211.4802	2	darkred
CHOYP_DGRI_GH15313.1.1.m.5763	0.979445546193914	0.683720995889431	-0.114301652173125	0.967036679485888	0.385562763465174	0.250197827438418	0.949671592008509	0.0292428634328996	0.61765078692284	0.979180442953242	0.23761054943481	0.345129244165454	0.998682844793179	0.295909892892288	0.289799157512996	0.978007666549162	0.923035149134647	-0.0247038155315087	C4N147	FABP1_DORPE	38.017	121	74	1	2	122	3	122	3.87e-21	85.9	C4N147	FABP1_DORPE	Sodium/calcium exchanger regulatory protein 1 (ReP1-NCXSQ) (Fatty acid-binding protein 1) (Na(+)/Ca(2+) exchanger regulatory protein 1)		Doryteuthis pealeii (Longfin inshore squid) (Loligo pealeii)	132			cytoplasm [GO:0005737]; membrane [GO:0016020]; lipid binding [GO:0008289]	GO:0005737; GO:0008289; GO:0016020	Calycin superfamily, Fatty-acid binding protein (FABP) family	NA	0.0645369009302841	ASCA	31	0.0645369009302841	NA	ASCA	FABP1	FABP1.1.1.m.5763	FABP1.1.1.m.5763	-0.0911522514153997	0.299406785553215	0.654743333907038	0.348774858991137	0.318983116679281	-0.0643398941628082	198.74295	170.5402	167.68795	164.93495	195.6335	278.968	186.57445	209.8733	263.99715	210.04115	244.0432	266.8002	2	darkred
CHOYP_DHTK1.1.1.m.8425	0.979445546193914	0.765393430300285	-0.120727921332559	0.968445154782474	0.928504250624465	-0.0458516356233392	0.949671592008509	0.320293818109659	-0.666223962192814	0.979180442953242	0.413585273244304	-0.535289140081874	0.998682844793179	0.634840064262156	-0.324309688867677	0.0810511318510719	0.000366885545912057	-2.16909372486668	Q5EAR5	TRPT1_DANRE	50.732	205	94	4	195	395	23	224	3.17e-62	211	Q5EAR5	TRPT1_DANRE	tRNA 2'-phosphotransferase 1 (EC 2.7.1.160)	trpt1 zgc:113138	Danio rerio (Zebrafish) (Brachydanio rerio)	225		tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	tRNA 2'-phosphotransferase activity [GO:0000215]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	GO:0000215; GO:0006388	KptA/TPT1 family	PropTest	NA	NA	NA	NA	NA	PropTest	TRPT1	TRPT1.1.1.m.8425	TRPT1	6.31092173523034	6.41412707438179	-2.07278686008927	-0.691443220585226	-0.39031610114084	-6.40243227187243	0.1	0.1	7.1727	7.2018	6.1119	8.4591	7.9392	8.52795	1.70495	4.4596	4.66315	0.1	11	springgreen
