protein_ID,D_3_adj.ChiSq.pval,D_3_ChiSq.pval,D_3_logFC,D_5_adj.ChiSq.pval,D_5_ChiSq.pval,D_5_logFC,D_7_adj.ChiSq.pval,D_7_ChiSq.pval,D_7_logFC,D_9_adj.ChiSq.pval,D_9_ChiSq.pval,D_9_logFC,D_11_adj.ChiSq.pval,D_11_ChiSq.pval,D_11_logFC,D_13_adj.ChiSq.pval,D_13_ChiSq.pval,D_13_logFC,Entry,Entry_name,evalue,type
CHOYP_BRAFLDRAFT_123537.2.2.m.50531,0.00805727281904459,5.9773556685984e-05,-1.99033128407688,0.967036679485888,0.266336436824199,-0.865279389981518,0.958550978126798,0.889489025345878,-0.0950672609966885,0.979180442953242,0.60459091996875,-0.435753466530959,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.417788753390045,0.960189292078284,Q9UIF3,TEKT2_HUMAN,2.36e-167,protein
CHOYP_BRAFLDRAFT_127065.6.7.m.30727,0.979445546193914,0.253505161050649,-0.135020638200466,5.22809604016026e-07,6.57374077726677e-11,-1.29351638701522,0.949671592008509,0.00457534617979095,-0.888616383529262,0.797033991259199,0.00759030446916601,-0.982748117053094,0.998682844793179,0.1378032711378,-0.532896310679094,0.743008368189149,0.00887536715427753,-1.09870439697529,Q62009,POSTN_MOUSE,8.31e-37,protein
CHOYP_BRAFLDRAFT_281651.5.8.m.25278,0.0142777688012179,0.000129259317702463,-1.14062747877026,0.600071686387495,0.000980879155417759,-2.32471100861881,0.949671592008509,0.531155711953646,-0.773139166109326,0.979180442953242,0.739530389795412,-0.365364138639561,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.86527297019989,0.223223697912077,Q6RY07,CHIA_RAT,9.95e-133,protein
CHOYP_BRAFLDRAFT_63459.2.3.m.27933,0.000938919233979696,4.01398892937378e-06,-1.55746049171072,0.967036679485888,0.148567984909999,-0.739748507897659,0.949671592008509,0.688168749621873,0.226860833890674,0.979180442953242,0.439987987828732,-0.480841356059497,0.998682844793179,0.108118818992022,-1.32430968886768,0.958428402785477,0.475806224374621,-0.683666897696442,P49013,FBP3_STRPU,2.78e-43,protein
CHOYP_BRAFLDRAFT_80496.6.10.m.29014,0.979445546193914,0.871469803788248,0.0491970801097539,0.967036679485888,0.145469707246831,-0.306789100621553,0.00310093494677622,2.33944545211333e-06,-0.914001701949176,0.152989565079701,0.000596338050731891,-0.745506847472219,0.998682844793179,0.154824749245215,-0.417419093259158,0.958428402785477,0.322232243286969,-0.36173880280908,Q6DFV8,VWDE_MOUSE,2.17e-20,protein
CHOYP_BRAFLDRAFT_86846.1.3.m.13594,5.30169894277229e-05,1.26659474302368e-07,-2.35679527956608,0.967036679485888,0.256682129337518,-0.758364186065006,0.949671592008509,0.278048732841557,-0.773139166109326,0.979180442953242,0.422347158729439,-0.419811922661938,0.998682844793179,0.252818836890899,0.775225984683237,0.958428402785477,0.0654235582503213,1.44561611924853,P10040,CRB_DROME,0.0,protein
CHOYP_BRAFLDRAFT_91636.1.11.m.28449,0.979445546193914,0.48747700477245,-0.322771697277204,0.9874483023198,0.973418168010466,0.0192433925985465,0.949671592008509,0.767214592995871,-0.18817666538817,0.979180442953242,0.94176993677221,0.0496733606392823,0.998682844793179,0.996773505973716,-0.00238159398031446,0.059274789634321,0.000204922571163934,-2.23620792072522,Q53G44,IF44L_HUMAN,3.09e-60,protein
CHOYP_CALM.22.50.m.31010,0.979445546193914,0.557398715882671,-0.291839837725313,0.967036679485888,0.418359766376195,0.43428089187739,0.949671592008509,0.248255084597112,0.589430913275382,6.79332771654739e-06,1.7083685946303e-09,-2.23326060263222,0.998682844793179,0.742603728621682,0.158083078212932,0.958428402785477,0.40647736893585,-0.477216020229015,Q95NR9,CALM_METSE,2.16e-102,protein
CHOYP_CARNS1.4.6.m.40244,0.0206792614708957,0.000202814333550845,-2.82527203780639,0.967036679485888,0.126415839852337,-1.67263431203912,0.949671592008509,0.785153129973198,-0.358101666830482,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,A5YM72,CRNS1_HUMAN,1.11e-174,protein
CHOYP_CO6A3.2.5.m.39533,0.000312008930065447,1.0200216499059e-06,2.02118270394016,0.987003405484878,0.970745710763576,-0.00966929931669291,0.949671592008509,0.835295712710049,-0.0518551941753893,0.984065020743301,0.979610558182411,0.00527924128082891,0.998682844793179,0.61695282643336,-0.11785881140025,0.978007666549162,0.955789197586561,0.0133006285378459,P15989,CO6A3_CHICK,6.63e-86,protein
CHOYP_CO6A3.3.5.m.39796,7.42095637985943e-08,8.39791367015402e-11,2.65585465193023,0.967036679485888,0.055760687182092,0.422522921001217,0.949671592008509,0.260502939733467,-0.208640767947886,0.979180442953242,0.349443727836969,0.156588564555794,0.998682844793179,0.00750569992014826,-0.546205399907985,0.958428402785477,0.710312900504048,-0.0697827876727759,P12111,CO6A3_HUMAN,8.55e-106,protein
CHOYP_COCA1.3.6.m.49360,0.016030549621747,0.000151217315359003,-2.09764430821952,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,P29030,CHIT_BRUMA,2.59e-09,protein
CHOYP_contig_008261.m.9575,0.0121788674059575,0.00010413214932794,-3.34312034266901,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,Q04718,FUMA_GEOSE,0.40,protein
CHOYP_contig_023655.m.26913,0.00568837983772563,3.86234768310303e-05,-3.47436487594726,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,Q09JY9,SHRM2_XENTR,2.6,protein
CHOYP_contig_024424.m.27774,5.38037737658048e-06,9.62385547544847e-09,-2.20953718829041,0.967036679485888,0.0844860421766584,-1.03520439142383,0.949671592008509,0.151077946077607,-1.58049408816693,0.979180442953242,0.524065493502585,0.535100187809524,0.998682844793179,0.407048684103461,0.675690311132323,0.978007666549162,0.967186004955257,-0.0398107079217165,Q8WZ42,TITIN_HUMAN,1.98e-31,protein
CHOYP_contig_041958.m.48141,0.979445546193914,0.203759242126264,0.411767159494462,0.967036679485888,0.507889404362385,0.153336288185828,0.949671592008509,0.17930934154504,0.29320332871937,0.979180442953242,0.289736380585598,0.262217996019383,0.998682844793179,0.924214947381079,-0.0234432095081445,0.0781513814965206,0.000343932899833801,0.901295603024715,P24566,NCAP_HRSV1,2.1,protein
CHOYP_contig_052416.m.62821,0.00172674367642452,9.336096829656e-06,2.37112517499712,0.967036679485888,0.540504579421476,0.260251492102341,0.949671592008509,0.864866477077645,-0.0950672609966889,0.979180442953242,0.67187442073964,0.464710859918126,0.998682844793179,0.206830293546138,1.22001082735613,0.958428402785477,0.0584651276383694,1.96018929207828,Q6UDI7,GC_PSHV1,0.070,protein
CHOYP_DHTK1.1.1.m.8425,0.979445546193914,0.765393430300285,-0.120727921332559,0.968445154782474,0.928504250624465,-0.0458516356233392,0.949671592008509,0.320293818109659,-0.666223962192814,0.979180442953242,0.413585273244304,-0.535289140081874,0.998682844793179,0.634840064262156,-0.324309688867677,0.0810511318510719,0.000366885545912057,-2.16909372486668,Q5EAR5,TRPT1_DANRE,3.17e-62,protein
CHOYP_DNAH12.2.3.m.32353,0.0156697300914678,0.00014383129594834,-1.47804992275511,0.967036679485888,0.540107397331553,0.255014843736194,0.949671592008509,0.7050779662074,0.162730496470957,0.979180442953242,0.218574761989208,-0.60240333594041,0.998682844793179,0.861062517852596,0.0907278104111673,0.958428402785477,0.275611906434735,-0.522203475002326,Q63170,DYH7_RAT,0.0,protein
CHOYP_DNAH5.1.2.m.56799,0.0122613163533607,0.000107920551330975,-0.718142163099971,0.967036679485888,0.1366130156108,-0.335909215223679,0.949671592008509,0.176484565496559,-0.325680189138105,0.000142895413792934,5.39024571078588e-08,-2.06580385678065,0.998682844793179,0.00523207467294877,0.860114882269751,0.958428402785477,0.467552218425542,-0.212875416894597,Q8TE73,DYH5_HUMAN,0.0,protein
CHOYP_DNAH5.2.2.m.61452,1.29886593001976e-05,2.61308372693526e-08,-0.889402375226103,0.967036679485888,0.167179039493836,-0.269001576032528,0.949671592008509,0.0949021186035108,-0.335559098179393,0.00279334465085504,2.1073894008714e-06,-1.34887601585099,0.998682844793179,0.00623465373270369,0.689496110657354,0.958428402785477,0.321831009119856,-0.239748278430469,Q8TE73,DYH5_HUMAN,0.0,protein
CHOYP_DNAH6.2.3.m.21512,0.00239288643700569,1.38404094181141e-05,-1.51268180749836,0.967036679485888,0.501449917864921,-0.252302513090766,0.949671592008509,0.322054238590684,-0.440563827022455,0.979180442953242,0.0179993960109887,-1.53528914008187,0.998682844793179,0.240973847276633,0.675690311132323,0.958428402785477,0.646084951381168,-0.254823598892568,Q9C0G6,DYH6_HUMAN,0.0,protein
CHOYP_DNAH7.2.2.m.46648,0.00162990694313556,8.60758098977662e-06,-1.01273066903345,0.967036679485888,0.751632874042937,-0.0839196764568584,0.949671592008509,0.801288681767816,0.069319556904194,0.0998885450070142,0.000268170376491217,-1.5028676623895,0.998682844793179,0.0361810200435637,0.814754348869875,0.958428402785477,0.513259481724505,-0.213640163819946,Q8WXX0,DYH7_HUMAN,0.0,protein
CHOYP_DYH1.1.1.m.46156,4.20364227124027e-05,8.98552981404307e-08,-1.78730418760737,0.967036679485888,0.422312732102141,-0.330942962330329,0.949671592008509,0.243339763849403,-0.528026668272795,0.979180442953242,0.0425682083313201,-1.1982541528043,0.998682844793179,0.0593525776084209,1.07562091802096,0.958428402785477,0.304276303144564,-0.602746902312874,E9Q8T7,DYH1_MOUSE,0.0,protein
CHOYP_DYH2.1.1.m.28905,0.000626665089178124,2.20628976448981e-06,-1.5357654206114,0.967036679485888,0.407128743809006,-0.292700613716194,0.983037974432137,0.961382086464744,-0.0182516639458576,0.979180442953242,0.0609623016949404,-1.12025164080303,0.998682844793179,0.566579757899721,0.319546500907048,0.958428402785477,0.215548342850546,-0.661299084667987,P0C6F1,DYH2_MOUSE,0.0,protein
CHOYP_DYHC.1.3.m.10664,4.27575411226174e-07,5.91390610271334e-10,-0.858290781100709,0.967036679485888,0.639325401541718,0.074057828111858,0.964379727665063,0.897201760969924,-0.021066679552912,0.299425669831228,0.00161892415475202,-0.656595436304007,0.998682844793179,0.00867922254936423,0.516992565113265,0.50688713530372,0.00447741417673182,-0.536068983371393,P23098,DYHC_TRIGR,0.0,protein
CHOYP_EF1A.2.4.m.50858,0.0292349727172184,0.000319809207393185,0.288519897396078,0.967036679485888,0.317773237682133,0.0795227895659618,0.949671592008509,0.0556453405340283,0.16195357101569,0.0658952685155962,0.000111559218366119,0.30747111810693,0.998682844793179,0.0688774806709397,-0.141493473572288,0.958428402785477,0.0616828510551884,-0.150900608100713,Q92005,EF1A_DANRE,0.0,protein
CHOYP_EF1A2.1.3.m.30022,0.0121788674059575,0.000102805538399222,0.529190021229367,0.967036679485888,0.614095430277448,-0.0658123773542272,0.949671592008509,0.0809775467336234,0.257075446937681,0.209911026175075,0.000976575879350907,0.45156976023006,0.998682844793179,0.308082273246331,-0.133626127258568,0.963455877066767,0.87667482760767,0.0196903038269447,Q92005,EF1A_DANRE,0.0,protein
CHOYP_EF2.4.5.m.30186,0.218815606576183,0.0034183667390023,0.328173029812569,0.967036679485888,0.508218336022305,0.0658438054606858,0.949671592008509,0.432857561327521,-0.0890851029815636,0.0153224636985371,1.73396420579447e-05,-0.439418231518255,0.998682844793179,0.0511432263175813,-0.216825262201271,0.958428402785477,0.0743433218446214,-0.2035387609523,P29691,EF2_CAEEL,0.0,protein
CHOYP_EHI_072050.5.8.m.47580,0.979445546193914,0.795109370320718,-0.0976443082195173,0.967036679485888,0.886493518826828,0.0643312821270836,0.958550978126798,0.88724942965506,0.0893573101407386,0.979180442953242,0.18519830779373,-1.12025164080303,0.998682844793179,0.0490869310599577,-1.32430968886768,1.3261434859602e-09,5.00242733293173e-13,-3.21971979793665,Q9P219,DAPLE_HUMAN,0.19,protein
CHOYP_ELDP2.1.2.m.39081,0.0271638726130087,0.000293737337447347,2.31223148594355,0.979800274196179,0.952819073462491,0.0236892976297378,0.949671592008509,0.653799905845076,0.174393413996539,0.979180442953242,0.455092852185147,-0.312896718745426,0.998682844793179,0.881828919203453,-0.0612752830338827,0.958428402785477,0.610722479455515,0.223223697912077,B3A0R6,ELDP1_LOTGI,2.59e-24,protein
CHOYP_FASN.3.4.m.60278,0.979445546193914,0.0607425171980968,-0.535765420611402,0.0927801726500003,4.66642387275244e-05,-1.59319984454472,0.274140615014785,0.000517051329714796,-1.38784901022453,0.0626016423911917,8.65859507485362e-05,-1.3908992307467,0.998682844793179,0.0824853015696105,-1.00238159398031,0.958428402785477,0.0443237350959119,-1.12727354917206,P12276,FAS_CHICK,0.0,protein
CHOYP_FND2.3.4.m.40482,0.00225418447939395,1.27547216864992e-05,2.04919708010975,0.967036679485888,0.138961898282837,0.436376309879583,0.949671592008509,0.832961294242876,0.0645894049917963,0.979180442953242,0.556480155036971,0.180917893917536,0.998682844793179,0.502739468141315,-0.213885699174027,0.958428402785477,0.550899426148141,0.206544956765446,H2A0L8,FND2_PINMG,6.16e-152,protein
CHOYP_GIGA2.1.1.m.44916,0.00289250440400746,1.81849893374039e-05,3.57275903616677,0.967036679485888,0.893094332545274,-0.0579244679239137,0.949671592008509,0.202148490856487,-0.609640433826447,0.979180442953242,0.0352725849255959,-1.00477442338309,0.998682844793179,0.876831555146214,0.071618987463463,0.958428402785477,0.249440299780232,0.638261197190921,P86785,GIGA2_CRAGI,0.0,protein
CHOYP_GIGA6.1.1.m.38687,5.38037737658048e-06,1.01478260591861e-08,2.27949469953155,0.967036679485888,0.289119168409457,0.262099916494709,0.949671592008509,0.57232692894334,0.140704190140959,0.979180442953242,0.0975303325451573,0.384092399709842,0.998682844793179,0.855282443137651,-0.0454503158722002,0.958428402785477,0.439685735577092,0.203858373045145,P86789,GIGA6_CRAGI,0.0,protein
CHOYP_GST7.1.1.m.59335,0.0855117317828399,0.00108050757793237,-0.913328214471584,0.967036679485888,0.0779449370570625,-0.524242472146451,0.949671592008509,0.756837444976897,-0.117093567326688,0.979180442953242,0.288052487773998,-0.409758257998015,0.998682844793179,0.753532237697408,-0.139885117730249,0.958428402785477,0.739375374451506,-0.150234697615367,P46088,GST_NOTSL,2.07e-42,protein
CHOYP_HMCN1.19.44.m.39500,2.79528793489781e-13,1.40590365140088e-16,3.82178658400668,0.967036679485888,0.801047052597785,0.0506563452300073,0.949671592008509,0.644316312775468,0.0949491583850923,0.979180442953242,0.0914957835895844,-0.375211924595908,0.998682844793179,0.637425996025622,-0.125764009485597,0.942021846210264,0.0131477964201357,0.716263709192194,Q96RW7,HMCN1_HUMAN,6.77e-68,protein
CHOYP_HMCN1.23.44.m.42684,3.53286159986055e-32,4.44217477663844e-36,4.49214057595848,0.967036679485888,0.715040222662129,0.0500234454432,0.966917060438457,0.903184854973576,0.01701366587334,0.979180442953242,0.421014521780725,-0.116004669702844,0.998682844793179,0.273020333771487,-0.180024508583464,0.0127445187107268,2.4037191080209e-05,0.781852050819771,D3YXG0,HMCN1_MOUSE,7.52e-73,protein
CHOYP_HMCN1.28.44.m.47379,0.979445546193914,0.627384649959207,0.63415958083091,0.967036679485888,0.0705069094120963,1.94207553207609,0.949671592008509,0.812202925930794,0.127325160339759,0.401193050707441,0.00252227493214787,1.20167645408433,0.998682844793179,0.00830113222593283,0.997618406019686,0.059274789634321,0.000223594076327126,1.29033789377061,D3YXG0,HMCN1_MOUSE,0.0,protein
CHOYP_HMCN2.9.12.m.44986,0.000106126986288289,2.66885417548823e-07,2.97519649866598,0.988646528398825,0.975647829963364,0.00918972793462292,0.949671592008509,0.0716910779321798,0.541734171244086,0.979180442953242,0.145311338635982,-0.487983425303517,0.998682844793179,0.684653984598458,0.161117138302565,0.958428402785477,0.206840269900451,0.472251245751991,Q8WZ42,TITIN_HUMAN,6.15e-16,protein
CHOYP_HSP7D.2.3.m.34782,0.979445546193914,0.260507696091717,0.174727962193613,0.967036679485888,0.778422949882005,0.0394136499227544,0.00732111372322037,7.36437945250383e-06,0.695247757762452,0.979180442953242,0.0575116352315743,0.26379816599213,0.998682844793179,0.0792822895669563,-0.244515919178218,0.958428402785477,0.0166729636591359,0.350821478688849,Q9U639,HSP7D_MANSE,0.0,protein
CHOYP_KCP.8.13.m.40457,0.00128604208195042,6.3065058715034e-06,3.69305326988448,0.967036679485888,0.470971794144965,-0.35070621715176,0.949671592008509,0.673278520299666,0.170277305524307,0.979180442953242,0.210056881678785,0.515336932988094,0.998682844793179,0.10364366499229,-0.779989172643867,0.963455877066767,0.876687390465801,0.0788337885769024,Q6ZWJ8,KCP_HUMAN,4.22e-16,protein
CHOYP_LDLR.6.7.m.57984,0.400595585580515,0.00911997616400993,0.58452881310631,0.967036679485888,0.380062063113843,0.156916356132679,0.949671592008509,0.0223180118817373,-0.412549450852858,0.00279334465085504,1.87957717589423e-06,-0.691010521773033,0.998682844793179,0.0615955834004758,-0.313421372724941,0.958428402785477,0.290966374832614,-0.22276238966027,D1FP53,LIN_MEDTR,2.3,protein
CHOYP_LINJ_09_0950.1.1.m.64023,0.979445546193914,0.0483954112040887,0.435088233729081,0.967036679485888,0.133208906924457,0.286723703463531,0.949671592008509,0.239332048009333,0.241507609855075,0.0658952685155962,0.000132569382151332,-0.809728309187917,0.998682844793179,0.781293722740772,-0.0716442564174287,0.978007666549162,0.913961081510688,0.0215898367424261,P0CH27,RL402_TRYCR,9.23e-112,protein
CHOYP_LOAG_01021.1.4.m.1826,0.000630275725541503,2.29825173402535e-06,-1.65124263803134,0.967036679485888,0.0457926844017775,-1.06691325115117,0.958550978126798,0.889489025345878,-0.0950672609966885,0.979180442953242,0.539658391547252,-0.409758257998015,0.998682844793179,0.180893395393236,0.890703202103174,0.958428402785477,0.699941847877536,0.316333102303558,O01761,UNC89_CAEEL,8.90e-32,protein
CHOYP_LOC100030437.1.3.m.5994,0.0025292808820627,1.52653693372324e-05,1.69305326988448,0.967036679485888,0.737837763050245,0.0874148952401246,0.949671592008509,0.399174436300863,0.206102273723877,0.979180442953242,0.299040444066299,-0.236235511447099,0.998682844793179,0.625798720659457,-0.134831890003964,0.958428402785477,0.858830818053629,0.0421581388645649,A2AX52,CO6A4_MOUSE,2.83e-44,protein
CHOYP_LOC100175722.1.3.m.11427,0.0855117317828399,0.00108596566202274,-1.27273101477761,0.967036679485888,0.0502284048212602,-2.03520439142383,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,O42854,YFHH_SCHPO,8.00e-05,protein
CHOYP_LOC100197130.2.2.m.39076,0.000277944267363695,8.73708875153071e-07,0.914895988398163,0.967036679485888,0.135865317628146,0.211963608950942,0.949671592008509,0.177905151767579,0.203144764916866,0.979180442953242,0.926594473594631,0.0133315135755625,0.998682844793179,0.300059658066227,0.157194719169537,0.958428402785477,0.245288216106848,0.195592578934886,Q01133,FMRA_CALPA,0.32,protein
CHOYP_LOC100211409.1.1.m.4742,0.621884236924047,0.0185321971772915,0.856552002167358,0.967036679485888,0.0298987533626953,0.820612019590419,0.692168753464711,0.00182768060137796,1.4333117113581,0.0354252724983383,4.45432824070644e-05,1.87564396086423,0.998682844793179,0.0198381315737029,0.95697642152234,0.958428402785477,0.0905751466092332,0.524604415395354,P04792,HSPB1_HUMAN,3.88e-10,protein
CHOYP_LOC100367739.1.1.m.22741,0.0635182493675882,0.000766723492932034,-1.30443987450495,0.967036679485888,0.665098170250845,-0.187207484868881,0.949671592008509,0.826145637362735,0.0956163006124209,0.979180442953242,0.683246073749531,0.169967594356994,0.998682844793179,0.781751617172221,0.113095623439621,0.958428402785477,0.844805319142832,-0.0987043969752852,Q9UL16,CFA45_HUMAN,1.02e-128,protein
CHOYP_LOC100369657.2.2.m.45309,0.227354090423783,0.00371633745191649,2.37112517499712,0.967036679485888,0.433282698548327,-0.268635084212726,0.768715684514548,0.00212646109132655,-0.953711411751147,0.0998885450070142,0.000273939062998646,-1.21336104519451,0.998682844793179,0.00889227256133052,-1.08484375417229,0.162850725132297,0.000969235593879823,-1.68366689769644,P19891,ASNS_CRIGR,0.0,protein
CHOYP_LOC100369839.2.4.m.27857,0.0320610241459941,0.000358786765873692,-2.47436487594726,0.967036679485888,0.731400300612477,-0.450241890702674,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.60652996605683,0.638261197190921,Q8IID4,DYHC2_PLAF7,1.0,protein
CHOYP_LOC100371909.1.1.m.30745,0.00729505179394603,5.04498740936793e-05,-1.16712082681701,0.967036679485888,0.549415999660688,-0.195427991673848,0.981112629067225,0.944103476707088,-0.026895758355109,0.979180442953242,0.146696959520627,-0.60928972152565,0.998682844793179,0.0114411880046676,1.14445979434896,0.958428402785477,0.573584676951279,0.223223697912077,Q9D180,CFA57_MOUSE,0.0,protein
CHOYP_LOC100372473.2.5.m.35440,0.979445546193914,0.179555156778939,-0.950802919890247,0.979800274196179,0.959945828138802,-0.0352043914238305,0.949671592008509,0.556951020007096,0.641898333169518,0.979180442953242,0.438661056454689,-0.950326639360718,0.998682844793179,0.998682844793179,-0.00238159398031423,0.0376903171714381,0.00011373916913297,-3.36173880280908,Q5UQ35,YR811_MIMIV,7.17e-11,protein
CHOYP_LOC100372473.3.5.m.39839,0.979445546193914,0.0424818031041,-1.19873043333383,0.967036679485888,0.658962760485775,-0.280316889260362,0.949671592008509,0.556951020007096,0.641898333169518,0.979180442953242,0.438661056454689,-0.950326639360718,0.998682844793179,0.998682844793179,-0.00238159398031423,0.0234999119010819,5.90969744777616e-05,-3.44920164405942,Q6B9X6,VWKA_DICDI,6.49e-12,protein
CHOYP_LOC100374422.1.2.m.26376,1.39276303050154e-07,1.75124233685596e-10,-1.78537931068287,0.967036679485888,0.561361798756578,-0.18720748486888,0.949671592008509,0.49988561222605,-0.237086265869117,0.0690672125987501,0.000147635183475261,-1.99472075871917,0.998682844793179,0.222174368494026,0.734584000185892,0.958428402785477,0.29549934336988,-0.568189680276506,Q8IVF4,DYH10_HUMAN,0.0,protein
CHOYP_LOC100374495.1.1.m.55368,0.00351668294895788,2.25513429393753e-05,-1.42724096383323,0.967036679485888,0.86503200996182,-0.0767834951752295,0.949671592008509,0.818707327144373,-0.114176083944393,0.979180442953242,0.339658541377817,-0.42425782769313,0.998682844793179,0.618301689023598,-0.236846847617337,0.958428402785477,0.263817683822817,0.531345993274409,P80311,PPIB_BOVIN,2.76e-56,protein
